courseId,id,title,titleDescription,owner,ownerDescription,videoLength,students
A170,5ef06ac48e82126a7d33289b,實境遊戲設計：打造好玩又有意義的情境體驗,愛玩，是人類的天性！想要把「遊戲」的力量，運用在你想要推廣的事物上嗎？參加這門課程，讓聚樂邦帶領你從 0 到 1，打造出好玩又有意義的生動情境體驗。,聚樂邦,"聚樂邦成立於 2016 年，是一間致力培育「創意公民」的遊戲設計公司。我們期望透過實境遊戲，降低公民參與的門檻，引動青年一起發揮創意，協力打造自他共榮的社會環境。團隊擅於將社會議題轉化為娛樂體驗、媒體內容與文創商品，讓消費者在遊玩、觀覽與消費的過程便能參與思辨與討論議題。

成立至今，聚樂邦已在台灣各地，設計與發行約 30 款實境遊戲，其中包括：與 Netflix 影集《誰是被害者》聯名推出的《下一個被害者》；由奇美博物館委託開發的《穹頂計畫》；與人生百味合作開發的《貧型世界》等。",20520,837
A171,5edf464fb54d0f59f0e7d96a,24 單元入門投資科學 一次搞懂投資必備知識,"投資科學是一門所有投資人的共同必修課。美國金融日記用 120 年來的投資科學發現與數據，帶你全面認識投資必備的背景知識。

為什麼經濟這麼差、股市卻一直上漲？投資後，是不是總搞不懂經濟運行跟你投資的股票之間的報酬關係？這門課會帶你洞悉金融市場漲跌背後原理，避開人性弱點、科學化的建立屬於你的最佳投資組合。",美國金融日記,美國金融日記的核心理念為金融與美好社會，著重於以科學與技術為基礎，透過投資科學的科普傳遞正確金融市場知識以及創新的金融商品研發，為臺灣的個人與社會帶來正面價值創造。,21860,4223
A172,5eb3c6588ed15167d989c9ae,每天十分鐘跳出自信與魅力：超好學街舞課！,"-全臺首創建式循環教學系統，不必出門也能學會跳舞
-由全臺最大街舞工作室與全臺唯一街舞資訊平台聯合設計，精選國際級舞者開發，專門針對街舞初學者開發
-流行、影像、魅力、健身四大領域課程，掌握自己的肢體吸引力
-每堂只需十分鐘，並搭配諸多輔助工具，讓所有人都能夠輕鬆學習",hrcxhug,我們是全臺最大街舞教室「HRC」與全臺唯一街舞平臺「HUG」聯合工作團隊。多年來致力於街舞、嘻哈、表演藝術文化的教育與推廣,23009,345
A173,5e9956b2993e1cf7f9679d4f,積木國王大黑白的積木教室｜創作台灣街景,這是一門大人也能上的積木手作課程。積木教室結合台灣在地人文景觀，透過《迷你臺灣街景》的教學，帶領大家如何將西方的積木玩具，變成具有創作者生活特色的獨特作品。,積木國王 大黑白,我是積木藝術工作者，兼積木王國的國王。,8313,180
A174,5e943c609377f8e69620b035,林長揚職場簡報術：一次搞定所有工作簡報！,職場簡報怎麼做？長揚老師推出最新職場簡報課程，內容囊括業務提案、會議報告、書面簡報，幫你打通職場工作簡報困難點，建構最實用的簡報即戰力！,職感・加,"你好，我們是職感・加。
我們專注為想進步的學生或職場人士，媒合專業的老師，提高有效的課程，讓你的實力上升、被關注度上升、機會也跟著飆升。",11632,640
A175,5e55f57bc8bfb600249406e1,手繪轉電繪，我選 Procreate！,Procreate 線上課程，想學電繪卻不知道在哪裡學，普通繪圖板手眼分離好不習慣，螢幕繪圖板又好貴，如果你也是手繪轉電繪的新手，這堂 iPad＋Procreate 課程，幫你一次解決手繪轉電繪的難題。,Nuomi,"是台灣少數擁有將空間的表現能力完美結合圖像插畫的插畫家。
以實際的景觀作為基本故事背景，讓大家可以透過作品感受到插畫家的獨特視角，空間視野的高低錯落，畫面巧妙的變化出攝影般的效果，作品因此傳遞出獨特的溫度與感動。",13965,4785
A176,5e46443f5b02f600245abdde,服飾批貨課：獨門批購心法讓你低庫存高利潤,有時候能賣，有時候又賣不動，找不到問題在哪裡嗎？從事服飾批貨十多年的老手，從批貨前的準備、批貨地的實際批貨流程解析，到整年度批貨經營規劃。手把手教給你,王董銘＆陳林,行政院勞動部 創業顧問、新北市政府勞工局 創業顧問、新北市政府身心障礙輔導科 創業顧問、台灣北區各職訓單位教學。大學紡織系畢業後，從事紡織布疋、服飾製造等買賣，所服務的客戶有GAP、WALMART、Levis、伊藤忠、伊藤榮堂與丸紅等國際知名品牌，經過千錘百鍊之後，進入當時百貨專櫃知名服飾品牌擔任一級主管，從生產製造到設櫃銷售，奠定了一條龍的實務經驗。2002年受邀進入創業教學的領域，首創服飾創業、服飾批貨等多種課程，為台灣個人服飾創業界領航者，不僅如此為了學員學習採購實務，多年以來總是親自帶領學員前往日本、韓國，一攤一攤的實際採購、解說好讓學員可以貼身學習，是全國唯一如此教學的老師。,19859,83
A177,5dbac6d4763da3002075d5fb,社會在走 面子要有-明星彩妝師的型男打造術,型男彩妝課程，帶你找出適合自己的化妝、保養術。課程將教你基本的妝容知識，畫出合時合宜的妝感與髮型設計。並教你運用彩妝技巧修飾，在不同場合都能透過妝容展現自我魅力。,Joan,Joan 彩妝造型藝想世界 造型總監，從事整體彩妝造型師已有 20 年資歷：擔任唱片/ MV / 電視節目 / 廣告 / 雜誌 / 活動 等指定造型師。講師資歷：法國巴黎 (Atelier International Maquillage) 學院進修證書、國家專業美容師乙級、丙級技術士證照、擔任文化大學推廣教育進修部：新娘秘書 / 個人 DIY 髮型 / SHOW 魅力 Make Up‧個人時尚彩妝 / 時尚型男養成班 教學講師,13064,244
A178,5dbaa337763da3002075cffb,讓創作帶來長期收入！圖像 IP 授權第一課,圖像 IP 授權課程，教你如何讓創作幫你帶來長期收入。自媒體時代來臨，使用 Facebook、IG、LINE 的機會大增，也創造了大量的圖像使用需求。這堂課將教你身為創作者與廠商合作的雙贏 IP 授權模式。,王孝梅 Kate,陸續為故宮博物院、歷史博物館開發產品，並取得台灣區迪士尼、航海王、麻吉貓等 IP 商品授權；同時也是加菲貓、Snoopy、角落生物、藍色小精靈等國際 IP 的授權製造商。熟悉美系、日系的 IP 商品開發與通路運營。近年致力於協助台灣的 IP 創作專業化與國際化。,21341,405
A179,5cb3360cdd41cb001f6bbb45,金融市場 x 程式交易：通往財富自由之路,最完整地教學所有與實戰交易最相關的知識，適合所有對股票、期貨有興趣者，且可透過程式交易達到安全、穩定的全自動交易。,Allen 劉曣全,"畢業於美國 UCSD Computer Science 電腦科學系。7年以來，我致力於結合金融與科技，擁有豐富的國內外股票、期貨、選擇權交易經驗、與程式交易的開發與研究。此外，我熱衷於教學，曾開設實體班教學寫程式，並製作『Python - 輕鬆學會寫程式』於美國線上課程平台成為暢銷課程且廣受好評。

Python - 基礎課程：
https://bit.ly/2F2VNdi

Python - 進階課程：
https://hahow.in/cr/python-advanced

金融市場 x 程式交易：
https://hahow.in/cr/algotrading",148174,1900
A180,5cad79b0d133060020f44c5e,15 單元看懂經濟運行，掌握全球投資趨勢,財經 M 平方將帶你從全球經濟的歷史開始，學習理解數據背後的意義，掌握景氣循環脈絡與投資方向。攤開全球經濟的歷史，發現過去一次又一次的景氣循環，有很多的數據都會重複的發生且有規則性。從拆解全球經濟運行開始，帶你掌握財富重分配的時間點。,MacroMicro 財經M平方,「MacroMicro 財經M平方」致力於整合全球總經數據、協助投資人運用經濟指標找到投資方向！創辦人 Rachel 帶領整體研究團隊，專注研究各大商品基本面與景氣循環動向，讓人人都可以重視基本面，為自己的投資負責！,17172,6212
A181,5c7a37be4bcf1c0021375ded,不可錯過的時代趨勢：從自學區塊鏈到專家！,區塊鏈課程，提供自學區塊鏈的完整心法。學習加密貨幣、智能合約、開發框架等專有名詞，掌握區塊鏈的分析與應用，透過實作掌握比特幣、以太幣等區塊鏈核心技術，適合想轉職或想學習區塊鏈架構的你。,胡耀傑 Jeff X 李婷婷 Tina,從零自學區塊鏈，並成功創辦圖靈鏈公司 Turing Chain。現擁有超過 30 個在舊金山、慕尼黑、首爾、上海、香港、台北、高雄等國際城市豐富演講與授課經驗，並連續獲獎 22 項國際科技競賽，人稱區塊鏈神鵰俠侶的李婷婷 Tina 與胡耀傑 Jeff，將藉由代表台灣受邀前往加州柏克萊大學區塊鏈研究院的榮譽，帶給所有中文讀者淺顯易懂、架構清晰、又走在國際尖端的 -- 區塊鏈入門寶典！,27812,1905
A182,5bde82a4fec01400216660b9,啟動你的工匠魂：打造第一個皮件作品！,"學會用日式職人精神的態度，縱使僅有最基礎的工具，也能從設計到製作，親手完成屬於自己的皮件作品。
",Henry,表面是個為了求生存，在外地打拚的平凡上班族；內心是個追求夢想，在工作之餘，不務正業地做自己想做的事情的浪人。,17867,160
A183,5bd6e80c2febb1001e9011b0,生活中的哲學！給新手的手沖咖啡入門課,手沖咖啡並沒有大家想像的麻煩，從產區、烘培度、沖煮器材、到如何快速的準備好一杯咖啡，每天留給自己一點時間，為自己準備一杯好的咖啡。,Waytoread,微貳獨冊創立於2017年，以獨立書店為出發，希望即使在書店裡也可以品嘗一杯精品咖啡，2017年創立精品咖啡品牌「自由咖啡 ZU CAFÉ」，致力於推廣手沖咖啡，在忙碌的生活中可以留一點時間給自己，為努力的自己沖一杯美味的咖啡。,7923,120
A184,5b8a4d1d3aeadb001e5cf364,藍曬技法 - 初學者的氰版顯影  ,藍曬技法課程，學習氰版顯影，製作獨一無二的藍曬作品。從工具材料的挑選開始，到感光劑和染色的應用，課程還會教你藍曬的完型練習，獨特又富有意義的藍曬成品，無論是送禮或自用都能成為空間內的一片風景。,Dennis Hsu,"Hello 我是 Dennis
致力於實驗性創作與相異領域材質結合，對於特色成象與成型有高度興趣。
擅於不同領域的資訊整合並用易於理解的方式傳達給聽眾。
熱愛所有瘋狂具創意的事物。",7055,181
A185,5adefab4fe4f6d001ee1cdd5,教養心法：用數位心智圖提升孩童學習力,心智圖教養法課程，教你用數位心智圖提升孩子學習力。課程將從攝位心智圖軟體操作與繪製開始，教你如何實際運用於孩子各個學科，並教你建立提升學習力的四大心智貴圖，讓你陪孩子運用心智圖達成學習目標。,樂爸,"曾於松崗、文魁等知名電腦出版社著作多本電腦書籍。
深具以淺顯易懂方式說明軟體操作能力",13762,188
A186,5aca2dc9d21aee001e55b296,經典駭客攻擊教程：給每個人的網站安全入門,網站安全入門課，從零開始建立網站安全的專業知識。課程將著重於資訊安全的概念和駭客攻擊原理與手法，並帶你掌握破解駭客攻擊的防禦方式，完整洞悉網站安全與資訊安全的原理。,Jayden Lin,Jayden Lin，任職 Yahoo，擔任 Tech Lead，帶領團隊做跨國專案開發。同時也是 《程式猿吃香蕉》團隊創辦人，喜歡將實用的軟體知識以簡單生動的方式講給大家聽。,41365,1255
A187,5a671c0a85b4c2001eb80ca1,興趣變副業！打造自己的手作品牌,創立自己的手作品牌，興趣也能成為副業，小資也能打造事業。金工銀飾品牌創辦人張譯蓁大方分享七年來經營手作品牌的秘訣，濃縮成兩小時的品牌創業精華課程，適合對手作和創業有興趣的你。,張譯蓁,張譯蓁，1989年生獅子座O型。不喜歡做重複的事又衝動的個性，反而在創業這條路上不是壞事。從大學剛畢業的時候一邊打工一邊創業，腳踏實地一步步實現了金工銀飾品牌的夢想，小小工作室也突破了年收入600萬的營業額。以分享為初衷開設「銀飾設計師培訓課程」，擁有了超過500個學員以後開始鼓勵大家創業，也希望讓更多人能夠有這樣實現夢想的機會。,7810,2015
A188,5a0be0f7a15b3f001e9842ec,臉的故事-風格人像壓克力繪畫,"在六堂課程中，我會以輕鬆，有趣的繪畫方式，帶領大家進入壓克力(丙烯)人像繪畫世界！課程包含水彩趣味練習、配色遊戲、輪廓繪畫練習，靈感發想、壓克力繪畫...等，即使沒有繪畫基礎，也能完成有特色的人像畫！想讓自己的繪畫更放鬆的朋友，也非常適合！我會逐步地講解每個步驟，讓你清楚了解每個動作的目的與方式。
在課程結束後，你可以完成一幅風格人像畫，它可以作為禮物或居家裝飾。更重要的是，在學習過程中，你會逐漸打開你的視野，用藝術家的眼睛來觀察世界！找回你的繪畫能力！",joyliu8art,"藝術是生活與創意,也呈現最真實的我。

資歷：
2021 日本Mellow ART AWARD 大賞入選
2019亞洲插畫年度大賞入選/ 
2018日本JIA插畫大賞入選/
2017 內在的光 │ 田園城市/
2014 信誼幼兒文學獎 入選/
2013 第十二個故事我們 / 大廈藝廊藝文廊
2013 Women 我們的。。。偶然與巧合/雅痞Art Reading Cafe
2013 心的小徑 /THE LIGHTER SIDE COFFEE
2013 用心說畫 /URS155 COOKING TOGETHER",10059,168
A189,596f61cfede9500700e6ced2,AutoCAD 電腦繪圖 3D應用篇－紮實入門,AutoCAD 應用入門課程，學習使用 AutoCAD 建立 2D、3D 的樣板檔底圖，繪製各種 3D 物件汗三視圖轉立體圖，整合2D和3D，呈現更精彩的圖面效果。掌握 AutoCAD 應用的重點技巧，你也能完成立體圖、透視圖的繪製。,吳永進(JinnWu),翔虹AutoCAD技術中心負責人，守護與推廣AutoCAD三十年，出版AutoCAD專業書籍數十本，更培訓很多優秀學員在產業界獨當一面&補教界擔任講師。,44648,590
A190,58d5c70c27ea7d070060160e,從入門到業界實戰 - UI / UX 前端網頁設計,UI UX 網頁設計入門課程，學習完整的前端設計、網頁設計課程，掌握程式碼管理、設計切版、專案設計開發流程等要點，透過實際案例的剖析，讓你清楚掌握 UI/UX 領域的思考方式。,Louis,我是Louis，是位專案經理、前端工程師、UI/UX設計師。希望與你一起，分享解決學習上的困難。,142963,4688
A191,577d9599d0c303070041173a,AutoCAD 電腦繪圖2D基礎篇－紮實入門,AutoCAD 是全球排名第一的繪圖軟體，各個產業不論是土木建築、室內設計、消防空調、機械模具、電子電機...都求才若渴。學習完整 AutoCAD 軟體教學，具備產業界設計繪圖部門，求職轉職不再是難事。,吳永進(JinnWu),翔虹AutoCAD技術中心負責人，守護與推廣AutoCAD三十年，出版AutoCAD專業書籍數十本，更培訓很多優秀學員在產業界獨當一面&補教界擔任講師。,43212,2978
A192,56189df9df7b3d0b005c6639,動畫互動網頁程式入門 (HTML/CSS/JS),互動網頁程式設計課程，教你用 illustrator 的思維來學習網頁前端程式設計，從網站的結構開始設計，掌握 JS、HTML、CSS 等程式語法，帶你製作出實用且美觀的互動式網頁。,吳哲宇,"墨雨設計創辦人，紐約大學進修整合數位媒體碩士。互動設計師、藝術家、講師、全端工程師，引領超過 15,000 位學生進入互動網頁與生成藝術開發的大坑。",104721,11416
A193,5cf9be8a9891bd00217042db,區塊鏈應用敲門磚：行動支付到商業案例,區塊鏈應用課程，以行動支付為例，帶你認識區塊鏈特性。課程將使用數個真實商業案例，教你如何應用區塊鏈解決問題，從案例中帶你掌握區塊鏈應用的全貌。,區塊勢｜許明恩,"《區塊勢》創辦人，台大電子所碩士，曾受邀至中央銀行、立法院、調查局、HTC 及台灣大學交流區塊鏈知識。也曾於 TEDx 演講，並獲 Medium 評選為比特幣頂尖作者（top writer in Bitcoin）。專長是簡化複雜的技術概念，讓人人都能看懂最新科技的發展潛力。

目前為訂閱制媒體的作者，每週固定出刊兩篇文章及一集語音節目，以淺顯易懂的文字並邀請業內專家，共同剖析全球的區塊鏈趨勢。至今已製作超過 200 篇深入剖析的文章、30 集語音節目，並累積約 6,000 位分別來自台灣、美國、中國、香港及新加坡的海內外訂閱者。",18663,595
